,album,title,lyrics
115,"album: ""In A World Like This"" (2013)",Try,"

Uh, uh, I know that you're hurting now
Seems like there's just no way out
Feels like it's all gone wrong
You keep on slipping 'til you can't hold on

Don't worry, I'm right by your side
My shoulder is yours if you need to cry
There are times when life is just too much
I know you want to, but don't give up!

[Chorus:]
Try, baby, try
Give me a moment of your time
Oh no, don't, don't close your eyes
I know you're hurting now
We can work it out
If we just try, if we just try!

It's always been just me and you
You know I've been down there, too!
Always when I needed you
You were strong!
Let me hold you, baby
When hope is gone!

[Chorus:]
Try, baby, try
Give me a moment of your time
Oh no, don't, don't close your eyes
I know you're hurting now
We can work it out
If we just try, try!

Holding on, holding on
We used to know how to!
Oh, oh, oh if the nights are so long
Sing your favorite song
If we just try

[Chorus:]
Try, baby, try
Give me a moment of your time
Oh no, don't, don't close your eyes
I know you're hurting now
We can work it out
If we just try, we can try!
"
116,"album: ""In A World Like This"" (2013)",Trust Me,"

Let me tell you about this girl I know
First glance and damn she stole my heart
She amazes me

The way she moves, just the way she moves
Hold me back just the way she moves
Take me to the Disco
Make me dance

Oh Honey spinnin round' like a Queen
And the way you do your thing
Oh you're mesmerizing me
Oh Imma tell you how I feel
And the feeling is so real
Baby
It's so simple

You've got to call me
And Imma call you back
Kiss me
Imma kiss you back
Love me
And baby Imma love you back
You've got to trust me, trust me

Hold me, whenever you're alone
Baby, even when your crazy
Love me, Baby Imma love you back
You've got to trust me

Our love, you and me
Underneath the willow tree
Kissing, loving, making sweet sexy baby
The grass is greener on the other side
There's no other side when it's you and I
Tonight, Lets count the stars

Yeah, oh Time will always be Our enemy
For tonight baby, Come lie here next to me
I can never get enough of your blue eyes
Just another butterfly sigh

You've got to call me
And Imma call you back
Kiss me
Imma kiss you back
Love me
And baby Imma love you back
You've got to trust me, trust me

Hold me, Whenever you're alone
Baby, even when your crazy
Love me, Baby Imma love you back
You've got to trust me

Oh lets believe that well find out
How it feels with something so right
Don't you think it's time
To let your guard down

You've got to call me
And Imma call you back
Kiss me
Imma kiss you back
Love me
And baby Imma love you back
You've got to trust me, trust me

Hold me, Whenever you're alone
Baby, even when your crazy
Love me, Baby Imma love you back
You've got to trust me

You've got to call me
And Imma call you back
Kiss me
Imma kiss you back
Love me
And baby Imma love you back
You've got to trust me, trust me

Hold me, Whenever you're alone
Baby, even when your crazy
Love me, Baby Imma love you back
You've got to trust me

Trust me
"
117,"album: ""In A World Like This"" (2013)",Love Somebody,"

Love
Is it too much to ask for
One minute to breathe
Cause you take my breath away
Like I'd never sink

You're the reason why cave men drew on the walls
The reason why after every summer we fall

You're the reason I never wanna sleep at night
Cause nothing that I could dream
Is better than you by my side

You know that I love somebody, love somebody
You know that I love somebody, love somebody
You know that I,
I'm so in love I can die right now and be fine, I need you tonight
You know that I love somebody, love somebody
You know that I love somebody, love somebody

When you wake up with no make up
You try hiding your face,
You know that I, and it's so cute,
You don't even know
How beautiful you are to me

You're the reason why cave men drew on the wall
It's the reason why after every summer we fall
And the way that you look in those purple jeans
It's still the sexiest thing that I've ever seen

You know that I love somebody, love somebody
You know that I love somebody, love somebody
You know that I
I'm so in love I can die right now and be fine I need you tonight
You know that I love somebody, love somebody
You know that I

When the game's on
You wear the jersey of my favorite team
I yell at the TV...
Knock over your beer
You're not even mad of me
You know I love you baby

I love somebody, love somebody
I know, I love somebody, love somebody
You know that I love somebody, love somebody
You know that I, I'm so in love
I can die right now and be fine, I need you tonight
You know that I love somebody, love somebody
You know that I'm gonna love you, gonna love you, gonna love girl
Love somebody, love somebody
"
118,"album: ""In A World Like This"" (2013)",One Phone Call,"

Hard to believe it's almost a year since
I've got to hold your head on my shoulder
Dodging the daylight, taking the blame like
It's all I've got left, so lately I've spent

Every single night like it's 25 to life
And this sentence I've been living is alone and unforgiven
And I'm guilty as charged 'cause I went and broke your heart
But even I've got rights, you're always gonna be my

One, always be my one phone call
All I want, all I need is one phone call
I'm gonna leave my message at the tone
Begging, ""Pretty baby please come home.""
'Cause you're my one
Always be my one phone call

First time it rings
I can't help but think of the first time I saw you
That moment I knew
Holding the phone tight, I hear the tone twice
If you just pick up, swear I can fix us

Every single night feels like 25 to life
And this sentence I've been living is alone and unforgiven
And I'm guilty as charged 'cause I went and broke your heart
But even I've got rights, you're always gonna be my

One, always be my one phone call
All I want, all I need is one phone call
I'm gonna leave my message at the tone
Begging, ""Pretty baby please come home.""
'Cause you're my one
Always be my one phone call

So let me make my case
And pray you won't erase
The message that I'm leaving for you now
But if you do
At least you knew...

'Cause you're my one...
Always be my one phone call
All I want,
All I need is one phone call
I'm gonna leave my message at the tone
Begging, ""Pretty baby please come home.""
'Cause you're my one
Always be my one phone call...

You'll always be my one
You'll always be my one
'Cause you're my one
Always be my one phone call
You'll always be my one phone call.
"
119,"album: ""In A World Like This"" (2013)",Feels Like Home,"

Been down the back roads
Where the girls are homegrown
That southern dame’s so
Sexy how they talk slow
And something happens in the woods of Kentucky
Drinking moonshine, bon fire, pour the gasoline

Farther south, where the sweet tequila flows
Tiny clothes, Yo te amo, México
Señoritas, we are sippin’ margaritas on the beach
They got something you can’t teach

[Chorus:]
I’ve been all around, all round the world
Every single part, every part of the world
Touching down in Rio, Monaco, LA, Tokyo,
But it all just feels like home
And it all still feels like home
And it all just feels like home
And it all still feels like home

Rock out in Bangkok, where the party, don’t stop
Eyes open, blood shot
Seeing things I’d never thought
Sweatin’ in the heat
God I love the way they speak
Burning up the streets, dancing like a freak

[Chorus:]
I’ve been all around, all round the world
Every single part, every part of the world
Touching down in Rio, Monaco, LA, Tokyo,
But it all just feels like home
And it all still feels like home
And it all just feels like home
And it all still feels like home

So many things to see
So many eyes to meet
I couldn’t count them all if I had eternity
So I just want you to know
Everywhere that I go
You take a piece of me

Beijing, Stockholm, Buenos Aires, to tango
Moscow, Cape Town, showed us how to get down
London, Berlin, this is where it all began
San Juan, Sydney, can’t forget the NYC

[Chorus:]
I’ve been all around, all round the world
Every single part, every part of the world
Touching down in Rio, Monaco, LA, Tokyo,
But it all just feels like home
And it all still feels like home
And it all just feels like home
And it all still feels like home
"
120,"album: ""In A World Like This"" (2013)",Soldier,"

[Brian]
Wanna be there just in time
Wanna be your shining knight
Protect you like a soldier

I wanna be the first in line
Be the one to save your life
All I wanna do is hold you

[Nick]
But somebody shot you down right in the middle of a war outside
Words mean so little when you've heard those lies
You need someone to make you believe, make you believe...oh oh oh

[Chorus]
I will be your soldier
I, I'll stand and fight until its over
Oh, and if your heart is getting colder
You know I will always be your soldier
Oh oh oh, oh oh oh oh oh, oh oh oh oh oh
And if your heart is getting colder
You know I will always be your soldier

[AJ]
You don't have to hide your scars
I'll be there when you fall apart
And fix you like a soldier

You don't have to go to far
Baby just lay down your arms
Now that the battle's over

[Nick]
But somebody shot you down right in the middle of a war outside
Words mean so little when you've heard those lies
You need someone to make you believe, make you believe...oh oh oh

[Chorus]
I will be your soldier
I, I'll stand and fight until its over
Oh, and if your heart is getting colder
You know I will always be your soldier
Oh oh oh, oh oh oh oh oh, oh oh oh oh oh
And if your heart is getting colder
You know I will always be your soldier

Oh oh oh, oh oh oh oh oh, oh oh oh oh oh
And if your heart is getting colder
You know I will always be your soldier

[Howie]
Somebody shot you down right in the middle of a war outside
Words mean so little when you've heard those lies
You need someone to make you believe, make you believe!

I will be your soldier (I will Ooh)
I, I'll stand and fight until its over (Ooh yeah)
Oh, and if your heart is getting colder (You know, you know!)
You know I will always be your soldier (Soldier)
Oh oh oh, oh oh oh oh oh, oh oh oh oh oh
And if your heart is getting colder (Heart is getting colder)
You know I will always be your soldier (Soldier, soldier)
Oh oh oh, oh oh oh oh oh, oh oh oh oh oh (I will be your soldier, oh yeah)
And if your heart is getting colder (You know, you know)
You know I will always be your soldier
"
121,"album: ""In A World Like This"" (2013)","Hot, Hot, Hot(iTunes Bonus Track)","

[Nick:]
Excuse can I have your attention
there's something I would like to say
The way that your body moves is crazy
drives me insane

[AJ:]
You lick your lips and got me whishin'
could I be your fantasy
the thought of you and me together
it's like a dream to me
yeah yeah

[Chorus:]
You got me runnin' for cover,
lookin' over my shoulder,
jumpin' in an ice cold bath,
thinkin' of something entirely different
other than your fine (ass).
You got me lookin' for the exit,
cause there's no way to fake this.
You've got me trippin' and falling all over myself.

Cause you're so (hot [x9]).
I said baby you're so (hot [x9]).

[Howie:]
Sweeter than candy in the kitchen.
You're the desert I'd like to taste.
I know I don't know that much about you,
but I think I'm in love with you, babe.

[Chorus:]
You got me runnin' for cover,
lookin' over my shoulder,
jumpin' in an ice cold bath,
thinkin' of something entirely different
other than your fine (ass).
You got me lookin' for the exit,
cause there's no way to fake this.
You've got me trippin' and falling all over myself.

Cause baby you're so (hot [x9]).
Baby you're so (hot [x9]).
You're the finest thing.

[Brian:]
I know it's gonna hurt me,
the heat from your love,
but I'd rather burn from you
than die all alone at home.

[Chorus:]
You got me runnin' for cover,
lookin' over my shoulder,
jumpin' in an ice cold bath,
thinkin' of something entirely different
other than your fine (ass).
You got me lookin' for the exit,
cause there's no way to fake this.
You've got me trippin' and falling all over myself.

Cause baby you're so (hot [x9]).
you're really lookin' fine, lookin' fine
(hot [x9])
Baby you're so (hot [x9]).
Baby you look so fine
(hot [x9])
Oh, you got it goin' on, you got it goin' on
Baby you're so (hot [x9]).
(hot [x9])
Baby you're so HOT
(hot [x9])
Drivin' me so crazy, drivin' me crazy
(hot [x9])
I can't take any more
Baby you're so
"
122,"album: ""In A World Like This"" (2013)",Light On(Japanese Bonus Track),"

Leave a light, leave a light on
Leave a light, leave a light on
Leave a light, leave a light on
Leave a light on
Leave a light, leave a light on
Leave a light, leave a light on
Leave a light, leave a light on

It happened in the blink, blink, blink of the night
I guess it was the wrong, wrong side of goodbye
You caught me on the blind, blind, blind side
You didn't even stop once to think twice

[Pre-Chorus:]
Drove through the pouring rain
Weaved in and out of pain
Wanted to turn around, turn around
Wish I'd have done it now

[Chorus:]
I still remember how we left it that night
Said it was better if we both just moved along
But if you're telling me it's not the last time
I'll keep a light, I'll leave a light, light on
Leave a light on, I leave a light on
Leave a light on, I leave a light on
Leave a light on, I leave a light on
Leave a light on

We didn't lose the beat, beat, beat in our hearts
After falling in so deep, so hard
So if you're running round, round, round in the dark
I'll find a way to reignite the spark

[Pre-Chorus]

[Chorus]

So if you ever feel the need
Jump in your car and just drive back to me
Wherever you are, I will always leave the light on
So if you ever feel the need
Jump in your car and just drive back to me
Wherever you are, I will always leave the light on

Leave a light, leave a light on
Leave a light, leave a light on
Leave a light, leave a light on
I need you baby
Leave a light, leave a light on
Leave a light, leave a light on
Leave a light, leave a light on
Leave a light, leave a light on
Leave a light, leave a light on
Leave a light, leave a light on
I leave a light on

[Chorus]
"
123,"album: ""In A World Like This"" (2013)",In Your Arms(Target Bonus Track),"

Out in the darkest place
With this a thousand shades of blue
Everyone looks the same
And then your light came into view

[Pre-Chorus:]
You stop my heart and got me sayin'
Where did you come from?
It's like you fell above of the sky to save me
An angel from the sun

[Chorus:]
I could live forever
In your arms, in your arms
Baby, we can fly together
To the stars, back to Mars
Everywhere you go
My future it's with you from tonight
I could live forever
In your arms, in your arms

And when I touch your face
It's shows me worlds I never known
Frozen in time and space
Don't want to let this moment go

[Pre-Chorus]

[Chorus]

Stay with me, come stay with me forever, and ever
Takin' me, you're taking me to heaven, to heaven

I could live forever, in your arms, in your arms
Baby, we could fly together, to the stars, back to Mars

[Chorus]
"
124,"album: ""In A World Like This"" (2013)",Take Care(Target Bonus Track),"

[Nick:]
I, I've waited all my life
To step out from the light
And see the shadows fading.

You, you've always stood so tall
I've never thought you'd fall,
But now it's you that's fading!

[Howie & Brian:]
I know that inside you're delicate
But you say that
You don't need someone to take care of you, but

[Chorus:]
I, I, I'll take care of you, you, you
Take care of
I, I, I'll take care of you, you, you
Take care of you

[AJ:]
Oh, oh, oh

[Kevin:]
So you run, there's no need to run
Stand up face to face 
The stakes are high, but we'll reach higher!

[AJ:]
I won't tell a soul if you cry
I can hold you, while you cry now

[Howie & Brian:]
I know that inside you're delicate
But you say that
You don't need someone to take care of you, but

[Chorus:]
I, I, I'll take care of you, you, you
Take care of
I, I, I'll take care of you, you, you
Take care of you

[AJ:]
Oh, oh, oh
Take care of you

[Howie:]
I know that inside you're delicate

[Chorus:]
And, I, I take care of you, you, you
Take care of!
Baby, baby, baby
I, I, I take care of you, you, you
Take care of you!
Take care of you!
"
125,"album: ""DNA"" (2019)",Don't Go Breaking My Heart,"

I got mixed emotions
Did I finally find me a river that could lead me out to the ocean?
Cause I've only ever known the kind of love that leaves you battered and broken
So forgive me for my mixed emotions, yeah yeah

I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do
I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
Cause that's the only one I got
Cause that's the only one I got

Am I being too open?
Cause I told you everything I have to say and now we're having a moment
Does it make you wanna pack up all your things and drive away like you stole it?
Just forgive me if I'm being too open, no no no no, yeah yeah yeah

I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do (what love's supposed to do)
I'm not that kind of person who can fall in and out of love with you
That's not what love's supposed to do

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
Cause that's the only one I got
Cause that's the only one I got
Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
Cause that's the only one I got
Cause that's the only one I got

I've been broken, I've been bruised
But now I'm all in 'cause of you
So if you're gonna love me, love me right, yeah
But if you're gonna be someone that hurts somebody just for fun
Then do it to a heart that isn't mine

Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
Cause that's the only one I got
Cause that's the only one I got
Baby, don't go breaking my heart, breaking my heart
Baby, don't go breaking my heart, breaking my heart
Cause that's the only one I got
It's the only one, it's the only one I got
Cause that's the only one I got
Baby don't go
"
126,"album: ""DNA"" (2019)",Nobody Else,"

Just memorizing lines upon your face
I made a map, every photo and the details on the frames
And just last night we spilled the red wine, how it stained the floor
And though I know that nothing ever really stays the same, no

Oh, if I could stop the hands of that clock
Never let 'em tick, tick, tick
Wherever I go, yeah, I would still know
Even though it's selfish

I don't wanna share you with no one else, no one else
I can't compare you to no one else, no one else
'Cause people change and memories fade
But could you stay the same, if nothing else?
No, I don't wanna share you with no one else, nobody else

Torn by the way your voice is changing on the phone
All this space in between us makes it hard to feel close to you
 (Close to you)
And just last night I had some red wine and it brought me back
No matter what I'll remember you forever like that? You know
(Like that, you know)

Oh, if I could stop the hands of that clock
Never let 'em tick, tick, tick
Wherever I go, yeah, I would still know
That even though it's selfish, oh

I don't wanna share you with no one else, no one else
I can't compare you to no one else, no one else
'Cause people change and memories fade
But could you stay the same, if nothing else?
No, I don't wanna share you with no one else, nobody else

Nobody, nobody, nobody else
Nobody else
Nobody, nobody, nobody else
Ooh
'Cause people change and memories fade
But could you stay the same, if nothing else? (Nobody, nobody, nobody)
I said people change and memories fade
But could you stay the same, if nothing else?
(I know it's selfish)

I don't wanna share you with no one else, no one else (Nobody else)
I can't compare you to no one else, no one else (Can't compare you)
'Cause people change and memories fade
But could you stay the same, if nothing else? (Nobody else)
No, I don't wanna share you with no one else, nobody else
"
127,"album: ""DNA"" (2019)",Breathe,"

Sand keeps slippin' right through my hands
Days all feel the same, still numb from you
First step off of this plane, I knew
I suffocate without you, heart beats for two

It was good, what we had
If that was paradise
Could somebody take me back
And it hurts lookin' back
If this is for the best
Then tell me why it hurts so bad

Don't let go when the daylight's gone
'Cause it's always darkest before the dawn
I... breathe, oh-oh
When the cold air starts fillin' up my lungs
When I hate the things that I have become
I... breathe, oh-oh

Regrets dancin' around my head
Everythin' I never said, still numb from you
From you, from you, from you
Secrets sleepin' all over this bed
Memories of what we did come into view

And it hurts looking back
If this is for the best
Tell me why it hurts so bad

Don't let go when the daylight's gone
'Cause it's always darkest before the dawn
I... breathe, oh-oh
When the cold air starts fillin' up my lungs
And I hate the things that I have become
I... breathe, oh-oh

I breathe, breathe
I breathe, breathe

Sand keeps slippin' right through my hands
Days all feel the same, still numb from you
"
128,"album: ""DNA"" (2019)",New Love,"

Oh yeah
Oh, oh, oh yeah
Oh, oh, oh, oh yeah

Who are you, the sex police?
My sex ain't got no rules
Got a million options next to me, yeah
Let me do what I do

And I call it new love, new love, new love
And I call it new love, new love, new love
And I call it new love, new love, new love
Ne-e-e-ew love

Don't say it's the wrong thing
'Cause it don't feel like the wrong thing (Oh yeah)
I stay on my own thing
That night bein' a long thing

And I call it new love
Oh, oh, oh yeah
Oh, oh, oh, oh yeah
Oh, oh, oh yeah
Oh, oh, oh, oh yeah

I want all of you all over me (Ah, ah)
In any dark room, ooh, ooh
And I don't wanna know your name (No)
Just let me do what I do, ooh yeah, baby (Oh)

And I call it new love (New love), new love (New love), new love
And I call it new love (New love), new love (New love), new love (New love)
And I call it new love (New love), new love (New love), new love (New love)
Ne-e-e-ew love

Don't say it's the wrong thing (Don't say it's the wrong thing)
'Cause it don't feel like the wrong thing (Don't feel like the wrong thing, oh yeah)
I stay on my own thing (I stay on my own thing)
That night bein' a long thing (Ah, ah, ah)

It's only love, it ain't official
No expectations, only here and now
Baby, we're in this thing together
You and I don't feel like the wrong thing, yeah (Oh yeah)

Don't say it's the wrong thing (Don't say it's the wrong thing)
(Oh, oh, oh yeah)
'Cause it don't feel like the wrong thing (Don't feel like the wrong thing)
(Oh, oh, oh, oh yeah)
I stay on my own thing (I stay on my own thing)
(Oh, oh, oh yeah)
That night bein' a long thing, yeah (At night, bein' the long)
(Give it up now, oh, oh, oh, oh yeah)

And I call it new love, new love, new love (New love)
(Oh, oh, oh yeah)
And I call it new love, new love, new love (New love)
(Oh, oh, oh, oh yeah)
And I call it new love, new love, new love (New love)
(Oh, oh, oh yeah)
'Cause it don't feel like the wrong thing
(Oh, oh, oh, oh yeah)
"
129,"album: ""DNA"" (2019)",Passionate,"

I'm the type of person to get carried away
Been this way since I came out of the womb
I been obsessive, got that off of me
Yeah, and God knows I do not like to lose

And I want your love, I want your love
I'ma do whatever it takes
And I want your love, I want your love
I know I come on hard, there's no need to be alarmed
It's just I'm

Passionate
I can't help but I need to get my hands on all of it
Need to get my hands on all of it all, a-all
I'm passionate
I can't help but I need to get my hands on all of it
Need to get my hands on all of it all, a-all

I never listen to the voice in my head
You know, it's like I got no brakes in my car (I never listen to it)
I'm on a mission, gonna sleep when I'm dead
And it's impossible to stop when I start

And I want your love, I want your love
I'ma do whatever it takes
And I want your love, I want your love
I know I come on hard, there's no need to be alarmed
It's just I'm

Passionate
I can't help but I need to get my hands on all of it
Need to get my hands on all of it all, a-all
I'm passionate
I can't help but I need to get my hands on all of it
Need to get my hands on all of it all, a-all

Oh, I'm so passionate

All I want is everything
Too much adrenaline
And all I do is anything
But like a gentleman
Singin', all I want is everything
Too much adrenaline
And all I do is anything
But like a gentleman

Passionate
I can't help but I need to get my hands on all of it
Need to get my hands on all of it all, a-all
I'm passionate
I can't help but I need to get my hands on all of it
Need to get my hands on all of it all, a-all

Yeah
No, no
I know, know, I'm so passionate, oh
To the beat now, to the beat now

Passionate
I can't help but I need to get my hands on all of it
(La la la la la la la)
Need to get my hands on all of it all, a-all
(I'm so passionate, yeah)
I'm passionate
I can't help but I need to get my hands on all of it
(Come on, yeah, yeah)
Need to get my hands on all of it all, a-all
(I'm so passionate)
"
130,"album: ""DNA"" (2019)",Is It Just Me,"

Used to heatin' up in the shower, at it for hours
Now you're always in a rush
I could be paranoid, but I swear, it's up in the air
Are you fallin' out of love?
The more I think about how we were, the more that I'm sure
Sure it wasn't what it was, yeah
We used to be, used to be better (Used to be better)
We used to talk about growing old, now I don't know
If we gon' make it through the month
Don't wanna make it real if it's not, I wish I could stop
With over-overthinking us, yeah
Feelin' like there's nowhere to go, it's taking a toll
I don't wanna give you up
But we used to be, used to be better

Is it just me? Did our talks get a little bit shorter?
Is it just me? Did the nights get a little bit colder?
When that argument got vulgar
When it should've just blown over
It was nothing, nothing

Is it just, just me? (Ooh)
Is it just, just me? (Ooh)

It's 2 A.M., you're not even home, I'm here alone
Callin', but your phone is off
You go and blame it all on your friends, not that again
Need to know what's going on, 'cause
The more I think about how we were, the more that I'm sure
Sure I'm not the only one, yeah
We used to be, used to be better

Never forget, night that we met, you had another one
You did it then, you'd do it again, now I'm the other one

Is it just me? Did our talks get a little bit shorter?
Is it just me? Did the nights get a little bit colder?
When that argument got vulgar
When it should've just blown over
It was nothing, nothing

Is it just, just me? (Ooh)
Is it just, just me? (Ooh)

Never forget, night that we met, you had another one
You did it then, you'd do it again, now I'm the other one
Never forget, night that we met, you had another one
You did it then, you'd do it again, now I'm the other one

Is it just me (Just me, baby)
Did our talks get a little bit shorter?
Is it just me (Just me, baby)
Did the night get a little bit colder?
When that argument got vulgar
When it should've just blown over
It was nothing, nothing (Oh)

Is it just, just me?
(Oh, is it just me?)
Oh, is it just, just me?
(I been standin', waitin', gazin' up)
Is it just, just me?
(You know, you know, you know, you know that)
Is it just, just me?
(I been waiting for you, baby, until now)

Is it just me? Is it, is it?
Is it just me? Is it, is it?
"
131,"album: ""DNA"" (2019)",Chances,"

What if I'd never run into you?
What if you'd never smiled at me?
What if I hadn't noticed you too?
And you'd never showed up where I happened to be

What's a girl like you doing in a place like this?
On a quiet night, what are the odds?
What's a guy like me doing in a place like this?
I could have just walked by, who would have thought?

What are the chances that we'd end up dancing?
Like two in a million, like once in a life
I could have found you, put my arms around you
Like two in a million, like once in a life
What are the chances?

What if I hadn't asked for your name?
And time hadn't stopped when you said it to me? Oh
Of all of the plans that I could have made
Of all of the nights that I couldn't sleep, oh

What's a girl like you doing in a place like this?
In a crowded room, what are the odds?
What's a guy like me doing in a place like this?
Getting close to you, but here we are?

What are the chances that we'd end up dancing?
Like two in a million, like once in a life
That I could have found you, put my arms around you
Like two in a million, like once in a life
What are the chances?

Is it love? Is it fate?
Who am I? Who's to say?
Don't know exactly what it means (Ooh, oh, yeah)
Is it love? Is it fate?
Where it leads, who can say?
Maybe you and I were meant to be

What, what
What are the chances that we'd end up dancing?
Two in a million, once in a life
That I could have found you, put my arms around you (My arms around you)
Like two in a million (It's like two in a million), like once in a life, yeah (Woah)
What are the chances? (What are the chances?)
Two in a million, once in a life
What are the chances? (What are the chances?)
Two in a million, once in a life

What if I never run into you?
And what if you never smiled at me?
"
132,"album: ""DNA"" (2019)",No Place,"

I've been to Paris, made my way down to Rome
Seen the sun setting on the beach in Mexico
But I could care less, 'cause I was all alone
And there ain't no way to touch your body over the phone

I've been all around the world, done all there is to do
But you'll always be the home I wanna come home to
You're a wild night with a hell of a view
There ain't no place, ain't no place like you
There ain't no place, ain't no place like you

You're my daybreak, you're my California sun
You're my Memphis, New York, New Orleans all rolled into one
In the city, the country, the mountains or sea
Wherever you are, baby, that's where I wanna be

I've been all around the world, done all there is to do
But you'll always be the home I wanna come home to
You're a wild night with a hell of a view
There ain't no place, ain't no place like you
There ain't no place, ain't no place like you, no

There ain't no place (No place, no place)
Ooh, yeah, ain't no place
Wherever you are, baby, that's where I wanna be

I've been all around the world, done all there is to do
But you'll always be the home I wanna come home to
You're a wild night with a hell of a view
There ain't no place, ain't no place like you
There ain't no place, ain't no place like you
Said there ain't no place, ain't no place like you, yeah

There ain't no place (No place, no place)
No place
There ain't no place like
No place like you
No place, no place, no place, no place
There ain't no place, no place like you
"
133,"album: ""DNA"" (2019)",Chateau,"

I saw you on the corner
You look happy, happier than I do
Your hair's a little longer
Am I crazy, is it blonder than it was then?
When you walked down on my house
I didn't say a thing, now
It's funny how a year can fill you head with should've, would've, could've been

Took my words, wrote them down, threw them out
And now there's only five left to tell you

Baby, I want you back
There's a space in my bed
In the shape of your head
I said it, what if I said it?
Baby, I want you back
Would you come back around?
'Cause I need you right now
I said it, there, I said it
Baby, I want you back

Would you meet me at the chateau?
At a table, I'd get your favorite chardonnay, yeah
'Cause babe, you know, a bottle is a little bit too much to drink alone
We could catch up, make out, make up
'Cause I don't wanna go
Another day without you, come on

Baby, I want you back
There's a space in my bed
In the shape of your head
I said it, what if I said it?
Baby, I want you back
Would you come back around?
'Cause I need you right now
I said it, there, I said it
Baby, I want you back

Whoa, whoa, at the chateau
Baby, I want you back
Whoa, whoa, at the chateau
Baby, I want you back

Took my words, wrote them down, threw them out
And now there's only five left to tell you

Baby, I want you back
There's a space in my bed
In the shape of your head
I said it, what if I said it?
Baby, I want you back
Would you come back around?
'Cause I need you right now
I said it, there, I said it
Baby, I want you back`

Whoa, whoa, at the chateau
Baby, I want you back
Whoa, whoa, at the chateau
Baby, I want you back
Baby, would you meet me at the chateau?
Whoa, whoa, at the chateau
Baby, I want you back
Oh, baby, would you meet me at the chateau?
Whoa, whoa, at the chateau
Baby, I want you back
"
134,"album: ""DNA"" (2019)",The Way It Was,"

You kiss a little different now
You changed your hair, I like it now
And baby, your body still feels the same
And soon I'll be lying on the floor
Picking up the pieces
Drinking it away
Pretending I don't need ya
But right now, I'ma hold you like nothing has changed

I'm going crazy over you (Ha, ha, ha, ha, over you)
Over you again (Over you)
It's never gonna be the way it was (Ha, ha, ha, ha)
It's never gonna be the way it was
And it's so crazy, what you do (Ha, ha, ha, ha, what you do)
What you do to me (What you do)
This isn't how I remember us (Ha, ha, ha, ha)
It's never gonna be the way it was, oh

It's a shot to my veins, lying in your bed
Never thought I'd be back with you again
So, do your worst, 'cause you know that I'll always forgive you
Guess I will, guess I will

I'm going crazy over you (Ha, ha, ha, ha, over you)
Over you again, yeah (Over you)
It's never gonna be the way it was, oh (Ha, ha, ha, ha)
It's never gonna be the way it was
And it's so crazy, what you do (Ha, ha, ha, ha, what you do)
What you do to me, oh yeah (What you do)
This isn't how I remember us (Ha, ha, ha, ha)
It's never gonna be the way it was, oh

You know, I still want you, baby
We both know, we both know
We will never be the same

I'm going crazy over you (Ha, ha, ha, ha, over you)
Over you again, oh yeah (Over you)
It's never gonna be the way it was, oh (Ha, ha, ha, ha)
It's never gonna be the way it was
I'm going crazy over you, babe (Ha, ha, ha, ha, over you)
Over you again, baby (Over you)
This isn't how I remember us, no, baby (Ha, ha, ha, ha)
It's never gonna be the way it was
I'm going crazy, what you do (Ha, ha, ha, ha, what you do)
What you do to me, baby (What you do)
This isn't how I remember us (Ha, ha, ha, ha)
It's never gonna be the way it was
"
135,"album: ""DNA"" (2019)",Just Like You Like It,"

Turn that music way down low
We'll take it nice and slow
I'll play it for you, just like you like it
Oh, we're two shadows in the dark
Nothing between us but a spark
I'll light this night up, just like you like it

Girl, it's all for you
Everything I do
You just set the groove
I'll pour it on, strong and smooth
We've got all night long
So, tell me what you want
I'm gonna love you just like you like it

Oh, just like you like it

I'll brush that hair back off your face
Girl, let my fingers trace all over you
Just like you like it
You breathe my name, I feel the heat
Now we're on fire in these sheets
'Cause I'm burning for you, just like you like it

Girl, it's all for you
Everything I do
You just set the groove
I'll pour it on, strong and smooth
We've got all night long
So, tell me what you want
I'm gonna love you just like you like it

Just like you like it
Oh, just like you like it
Just like you like it

I can feel you want to, in the air, in the air, in the air
I know where you're going, I'ma get you there
Get you there, get you there

Girl, it's all for you
Everything I do
You just set the groove
I'll pour it on, strong and smooth
We've got all night long
So, tell me what you want
I'm gonna love you just like you like it

Just like you like it
Just like you like
Just like you like it
Just like you like it
Just like you like it
Just like you like it
Just like you like it, just like you like it
Just like you like it, oh, just like you like it
Just like you like it, you like it
Just like you like it

Just like you like it, oh, just like you like it
Just like you like it, oh, just like you like it
Just like you like it, just like you like it
"
